CODIGODEBARRAS,NOMBRE,PRESENTACION,MARCA,UNIDADDEMEDIDA,ESPECIFICACIONEMPACADO,CATEGORIA;;;;;;;,;,DEC;PRECIOUNITARIO;,;CANTIDAD;,;CANTIDADRECOMPRA;,;NIVELREORDEN;,;,DEC;PRECIOUNIDADEMEDIDA;,;IDSUCURSAL;,;CODIGODEBARRAS,NOMBRE,PRESENTACION,MARCA,UNIDADDEMEDIDA,ESPECIFICACIONEMPACADO,CATEGORIA,PRECIOUNITARIO,DEC,CANTIDAD,CANTIDADRECOMPRA,NIVELREORDEN,PRECIOUNIDADEMEDIDA,DEC,IDSUCURSAL,
y1b9o1p1u5,Coffee Cup 8oz 5338cd,Regalo,Avamm,gr,tortor,342;;;;;;;,;;16234,00178;,;9;,;24;,;26;,;;40,58500445;,;578;,;y1b9o1p1u5,Coffee Cup 8oz 5338cd,Regalo,Avamm,gr,tortor,342,16234,00178,9,24,26,40,58500445,578,
n8y4w8g5a8,Clam - Cherrystone,Ancheta,Shufflester,cm3,nulla,343;;;;;;;,;;37544,11418;,;43;,;91;,;26;,;;93,86028544;,;967;,;n8y4w8g5a8,Clam - Cherrystone,Ancheta,Shufflester,cm3,nulla,343,37544,11418,43,91,26,93,86028544,967,
o3n0k6w5b6,Yams,Bolsa,Thoughtworks,cm3,lacus morbi,344;;;;;;;,;;14697,10272;,;18;,;41;,;31;,;;36,74275679;,;605;,;o3n0k6w5b6,Yams,Bolsa,Thoughtworks,cm3,lacus morbi,344,14697,10272,18,41,31,36,74275679,605,
h1q6k5k0t9,Strawberries,Paquete,Einti,gr,in,345;;;;;;;,;;13358,29314;,;21;,;46;,;23;,;;33,39573284;,;589;,;h1q6k5k0t9,Strawberries,Paquete,Einti,gr,in,345,13358,29314,21,46,23,33,39573284,589,
n7y3u2a1n4,Pumpkin - Seed,Ancheta,Lazzy,gr,luctus et,346;;;;;;;,;;11052,86565;,;43;,;90;,;19;,;;27,63216412;,;520;,;n7y3u2a1n4,Pumpkin - Seed,Ancheta,Lazzy,gr,luctus et,346,11052,86565,43,90,19,27,63216412,520,
c5t4a7l1d5,Pork - Smoked Back Bacon,Botella Plastica,Quimba,cm3,nisl,347;;;;;;;,;;759,3863457;,;26;,;57;,;5;,;;1,898465864;,;919;,;c5t4a7l1d5,Pork - Smoked Back Bacon,Botella Plastica,Quimba,cm3,nisl,347,759,3863457,26,57,5,1,898465864,919,
c4j7n8g2a0,Fruit Salad Deluxe,Bolsa,Yata,cm3,quisque id,348;;;;;;;,;;54889,41093;,;12;,;29;,;46;,;;137,2235273;,;925;,;c4j7n8g2a0,Fruit Salad Deluxe,Bolsa,Yata,cm3,quisque id,348,54889,41093,12,29,46,137,2235273,925,
"s3k4q7f6d7,""Coffee - Beans, Whole"",Botella Vidrio,Jayo,gr,posuere cubilia,349";;;;;;;,;;73072,99685;,;42;,;88;,;30;,;;182,6824921;,;776;,;"s3k4q7f6d7,""Coffee - Beans, Whole"",Botella Vidrio,Jayo,gr,posuere cubilia,349,73072,99685,42,88,30,182,6824921,776,"
t7d8l1p0j5,Beets,Regalo,Oyoyo,cm3,pulvinar sed,350;;;;;;;,;;13339,88399;,;26;,;57;,;11;,;;33,34970997;,;85;,;t7d8l1p0j5,Beets,Regalo,Oyoyo,cm3,pulvinar sed,350,13339,88399,26,57,11,33,34970997,85,
r6y9d1j6k4,Bread - Bistro Sour,Regalo,Twinte,gr,vulputate,351;;;;;;;,;;21250,05679;,;49;,;103;,;8;,;;53,12514197;,;26;,;r6y9d1j6k4,Bread - Bistro Sour,Regalo,Twinte,gr,vulputate,351,21250,05679,49,103,8,53,12514197,26,
q6w8o2t3b3,Cheese - Brie Roitelet,Botella Plastica,Zava,cm3,in sapien,352;;;;;;;,;;31449,41818;,;22;,;49;,;15;,;;78,62354545;,;214;,;q6w8o2t3b3,Cheese - Brie Roitelet,Botella Plastica,Zava,cm3,in sapien,352,31449,41818,22,49,15,78,62354545,214,
k1o2y4k2c2,Flour - Strong Pizza,Paquete,Buzzbean,gr,semper sapien,353;;;;;;;,;;5901,358696;,;9;,;24;,;44;,;;14,75339674;,;341;,;k1o2y4k2c2,Flour - Strong Pizza,Paquete,Buzzbean,gr,semper sapien,353,5901,358696,9,24,44,14,75339674,341,
n5b8v0k5c0,Pastry - Carrot Muffin - Mini,Paquete,Edgetag,cm3,nascetur,354;;;;;;;,;;59699,73893;,;3;,;11;,;2;,;;149,2493473;,;257;,;n5b8v0k5c0,Pastry - Carrot Muffin - Mini,Paquete,Edgetag,cm3,nascetur,354,59699,73893,3,11,2,149,2493473,257,
a9q0d6e4h9,Pepperoni Slices,Paquete,Skiba,cm3,nisl,355;;;;;;;,;;874,6362401;,;0;,;5;,;50;,;;2,1865906;,;374;,;a9q0d6e4h9,Pepperoni Slices,Paquete,Skiba,cm3,nisl,355,874,6362401,0,5,50,2,1865906,374,
e1u4n4x4e2,Soup - Base Broth Beef,Botella Vidrio,Feedfish,gr,tempus,356;;;;;;;,;;37815,7576;,;49;,;104;,;44;,;;94,53939401;,;448;,;e1u4n4x4e2,Soup - Base Broth Beef,Botella Vidrio,Feedfish,gr,tempus,356,37815,7576,49,104,44,94,53939401,448,
"o7v1v5j2w8,""Wine - White, Riesling, Semi - Dry"",Regalo,Trunyx,cm3,phasellus id,357";;;;;;;,;;10554,36792;,;37;,;79;,;43;,;;26,38591979;,;47;,;"o7v1v5j2w8,""Wine - White, Riesling, Semi - Dry"",Regalo,Trunyx,cm3,phasellus id,357,10554,36792,37,79,43,26,38591979,47,"
k0a9y7n8d2,Soup - Campbells Beef Noodle,Caja,Meezzy,cm3,sed,358;;;;;;;,;;34187,94193;,;9;,;23;,;32;,;;85,46985481;,;753;,;k0a9y7n8d2,Soup - Campbells Beef Noodle,Caja,Meezzy,cm3,sed,358,34187,94193,9,23,32,85,46985481,753,
y7k1u3l0x7,Pails With Lids,Tela,Dabfeed,gr,aenean,359;;;;;;;,;;576,9872057;,;5;,;15;,;44;,;;1,442468014;,;265;,;y7k1u3l0x7,Pails With Lids,Tela,Dabfeed,gr,aenean,359,576,9872057,5,15,44,1,442468014,265,
r8y9o0i1z0,Rice Wine - Aji Mirin,Botella Vidrio,Viva,gr,curabitur,360;;;;;;;,;;21218,38678;,;16;,;38;,;24;,;;53,04596694;,;948;,;r8y9o0i1z0,Rice Wine - Aji Mirin,Botella Vidrio,Viva,gr,curabitur,360,21218,38678,16,38,24,53,04596694,948,
o8r1e8x7o5,Cotton Wet Mop 16 Oz,Canasta,Kazu,cm3,vehicula,361;;;;;;;,;;392,6346801;,;14;,;32;,;44;,;;0,9815867;,;487;,;o8r1e8x7o5,Cotton Wet Mop 16 Oz,Canasta,Kazu,cm3,vehicula,361,392,6346801,14,32,44,0,9815867,487,
u4i7c0e8c3,Ham - Virginia,Botella Vidrio,Mynte,gr,sapien a,362;;;;;;;,;;9551,402781;,;39;,;82;,;16;,;;23,87850695;,;355;,;u4i7c0e8c3,Ham - Virginia,Botella Vidrio,Mynte,gr,sapien a,362,9551,402781,39,82,16,23,87850695,355,
j2k1t9k4g8,Mackerel Whole Fresh,Paquete,Eadel,cm3,sit amet,363;;;;;;;,;;3849,747832;,;12;,;30;,;10;,;;9,62436958;,;989;,;j2k1t9k4g8,Mackerel Whole Fresh,Paquete,Eadel,cm3,sit amet,363,3849,747832,12,30,10,9,62436958,989,
q4y1z2q0y7,Garbag Bags - Black,Regalo,Topicblab,gr,duis mattis,364;;;;;;;,;;24087,05288;,;16;,;37;,;12;,;;60,21763219;,;576;,;q4y1z2q0y7,Garbag Bags - Black,Regalo,Topicblab,gr,duis mattis,364,24087,05288,16,37,12,60,21763219,576,
k5f2d8j9b1,Pepper - Chili Powder,Ancheta,Fadeo,gr,nulla nunc,365;;;;;;;,;;65841,1355;,;26;,;57;,;28;,;;164,6028387;,;938;,;k5f2d8j9b1,Pepper - Chili Powder,Ancheta,Fadeo,gr,nulla nunc,365,65841,1355,26,57,28,164,6028387,938,
e7h0x9i5g1,Corn - Mini,Bolsa,Meejo,cm3,volutpat erat,366;;;;;;;,;;9430,743956;,;20;,;45;,;48;,;;23,57685989;,;164;,;e7h0x9i5g1,Corn - Mini,Bolsa,Meejo,cm3,volutpat erat,366,9430,743956,20,45,48,23,57685989,164,
s9z3v2m7j8,Cheese - Roquefort Pappillon,Botella,Babbleopia,cm3,aliquam quis,367;;;;;;;,;;202,9805293;,;21;,;48;,;21;,;;0,507451323;,;5;,;s9z3v2m7j8,Cheese - Roquefort Pappillon,Botella,Babbleopia,cm3,aliquam quis,367,202,9805293,21,48,21,0,507451323,5,
x1m4n2i3f3,Bread Base - Toscano,Canasta,Jazzy,cm3,in tempor,368;;;;;;;,;;27928,77771;,;21;,;48;,;26;,;;69,82194427;,;529;,;x1m4n2i3f3,Bread Base - Toscano,Canasta,Jazzy,cm3,in tempor,368,27928,77771,21,48,26,69,82194427,529,
i3q8w4g1r8,Mushroom - Morel Frozen,Ancheta,Dablist,cm3,fusce lacus,369;;;;;;;,;;6340,687586;,;13;,;32;,;33;,;;15,85171897;,;275;,;i3q8w4g1r8,Mushroom - Morel Frozen,Ancheta,Dablist,cm3,fusce lacus,369,6340,687586,13,32,33,15,85171897,275,
p7l4a2o0u2,Fondant - Icing,Regalo,Yakitri,cm3,mattis,370;;;;;;;,;;1348,639308;,;1;,;7;,;15;,;;3,371598269;,;393;,;p7l4a2o0u2,Fondant - Icing,Regalo,Yakitri,cm3,mattis,370,1348,639308,1,7,15,3,371598269,393,
n9m4j6w3v1,Soup - Base Broth Beef,Bolsa,Tagpad,cm3,ut,371;;;;;;;,;;372,1815914;,;40;,;85;,;50;,;;0,930453978;,;409;,;n9m4j6w3v1,Soup - Base Broth Beef,Bolsa,Tagpad,cm3,ut,371,372,1815914,40,85,50,0,930453978,409,
"l7l5n3e7l3,""Wine - White, Antinore Orvieto"",Regalo,Brainsphere,gr,ultrices,372";;;;;;;,;;17437,91506;,;13;,;31;,;20;,;;43,59478765;,;338;,;"l7l5n3e7l3,""Wine - White, Antinore Orvieto"",Regalo,Brainsphere,gr,ultrices,372,17437,91506,13,31,20,43,59478765,338,"
u1y2p4h8g1,Plastic Arrow Stir Stick,Paquete,Blognation,cm3,in est,373;;;;;;;,;;32131,10343;,;4;,;13;,;37;,;;80,32775858;,;393;,;u1y2p4h8g1,Plastic Arrow Stir Stick,Paquete,Blognation,cm3,in est,373,32131,10343,4,13,37,80,32775858,393,
g6j0p3a5g6,Muffin - Bran Ind Wrpd,Botella,Skiptube,gr,morbi,374;;;;;;;,;;4016,959931;,;25;,;55;,;21;,;;10,04239983;,;140;,;g6j0p3a5g6,Muffin - Bran Ind Wrpd,Botella,Skiptube,gr,morbi,374,4016,959931,25,55,21,10,04239983,140,
"i1w0q8w0t7,""Turkey - Breast, Double"",Ancheta,Katz,gr,sem sed,375";;;;;;;,;;57584,03979;,;50;,;105;,;49;,;;143,9600995;,;122;,;"i1w0q8w0t7,""Turkey - Breast, Double"",Ancheta,Katz,gr,sem sed,375,57584,03979,50,105,49,143,9600995,122,"
u8t5q8u3q9,Tomatoes - Yellow Hot House,Paquete,Zoomcast,gr,vitae,376;;;;;;;,;;28784,40316;,;38;,;81;,;13;,;;71,96100789;,;556;,;u8t5q8u3q9,Tomatoes - Yellow Hot House,Paquete,Zoomcast,gr,vitae,376,28784,40316,38,81,13,71,96100789,556,
i1o6r9n5k4,Wine - Tribal Sauvignon,Ancheta,Meedoo,cm3,nulla,377;;;;;;;,;;15631,35928;,;47;,;100;,;7;,;;39,07839821;,;432;,;i1o6r9n5k4,Wine - Tribal Sauvignon,Ancheta,Meedoo,cm3,nulla,377,15631,35928,47,100,7,39,07839821,432,
c3f6t2e7v1,Ice Cream Bar - Hageen Daz To,Regalo,Twinte,gr,massa,378;;;;;;;,;;43184,50743;,;5;,;14;,;24;,;;107,9612686;,;460;,;c3f6t2e7v1,Ice Cream Bar - Hageen Daz To,Regalo,Twinte,gr,massa,378,43184,50743,5,14,24,107,9612686,460,
q4m6g8c8r3,Vinegar - Tarragon,Botella Vidrio,Trilith,gr,nulla,379;;;;;;;,;;2909,49931;,;16;,;37;,;31;,;;7,273748276;,;400;,;q4m6g8c8r3,Vinegar - Tarragon,Botella Vidrio,Trilith,gr,nulla,379,2909,49931,16,37,31,7,273748276,400,
k4y5o4f5m7,Vinegar - White Wine,Regalo,Divanoodle,gr,porta,380;;;;;;;,;;7447,86844;,;21;,;48;,;24;,;;18,6196711;,;452;,;k4y5o4f5m7,Vinegar - White Wine,Regalo,Divanoodle,gr,porta,380,7447,86844,21,48,24,18,6196711,452,
t8l8t1o4j8,Munchies Honey Sweet Trail Mix,Ancheta,Fivespan,gr,leo,381;;;;;;;,;;8223,88096;,;32;,;70;,;17;,;;20,5597024;,;913;,;t8l8t1o4j8,Munchies Honey Sweet Trail Mix,Ancheta,Fivespan,gr,leo,381,8223,88096,32,70,17,20,5597024,913,
z1s7m6y8y4,Shrimp - 150 - 250,Paquete,Mynte,cm3,nisi,382;;;;;;;,;;11392,10572;,;21;,;47;,;42;,;;28,48026429;,;274;,;z1s7m6y8y4,Shrimp - 150 - 250,Paquete,Mynte,cm3,nisi,382,11392,10572,21,47,42,28,48026429,274,
n9v0h0b3t2,Appetizer - Southwestern,Ancheta,Vidoo,cm3,vel,383;;;;;;;,;;4762,590075;,;14;,;33;,;44;,;;11,90647519;,;195;,;n9v0h0b3t2,Appetizer - Southwestern,Ancheta,Vidoo,cm3,vel,383,4762,590075,14,33,44,11,90647519,195,
a6a6h0q3n5,Cookie - Oreo 100x2,Ancheta,Eazzy,cm3,odio in,384;;;;;;;,;;60838,28541;,;1;,;8;,;39;,;;152,0957135;,;374;,;a6a6h0q3n5,Cookie - Oreo 100x2,Ancheta,Eazzy,cm3,odio in,384,60838,28541,1,8,39,152,0957135,374,
f2a1d4b4u4,Ice Cream - Strawberry,Caja,Eidel,cm3,in libero,385;;;;;;;,;;22205,11035;,;46;,;97;,;7;,;;55,51277587;,;547;,;f2a1d4b4u4,Ice Cream - Strawberry,Caja,Eidel,cm3,in libero,385,22205,11035,46,97,7,55,51277587,547,
r3k0t3e3y4,Smoked Paprika,Regalo,Quimm,cm3,posuere,386;;;;;;;,;;87288,76083;,;2;,;8;,;4;,;;218,2219021;,;533;,;r3k0t3e3y4,Smoked Paprika,Regalo,Quimm,cm3,posuere,386,87288,76083,2,8,4,218,2219021,533,
b9o8j5v7f8,Wine - Chianti Classico Riserva,Canasta,Yoveo,cm3,pharetra magna,387;;;;;;;,;;58245,14079;,;19;,;43;,;8;,;;145,612852;,;907;,;b9o8j5v7f8,Wine - Chianti Classico Riserva,Canasta,Yoveo,cm3,pharetra magna,387,58245,14079,19,43,8,145,612852,907,
a8v0t7u9x5,Container - Foam Dixie 12 Oz,Botella Vidrio,Rhycero,gr,pulvinar sed,388;;;;;;;,;;87321,75938;,;11;,;27;,;1;,;;218,3043985;,;736;,;a8v0t7u9x5,Container - Foam Dixie 12 Oz,Botella Vidrio,Rhycero,gr,pulvinar sed,388,87321,75938,11,27,1,218,3043985,736,
l7s2m0j0o1,Tea - English Breakfast,Botella Plastica,Brightdog,gr,rutrum,389;;;;;;;,;;54627,00504;,;4;,;13;,;26;,;;136,5675126;,;522;,;l7s2m0j0o1,Tea - English Breakfast,Botella Plastica,Brightdog,gr,rutrum,389,54627,00504,4,13,26,136,5675126,522,
k2s6a2e7l5,Cookies - Englishbay Chochip,Bolsa,Skivee,gr,enim leo,390;;;;;;;,;;22139,87223;,;44;,;93;,;43;,;;55,34968056;,;347;,;k2s6a2e7l5,Cookies - Englishbay Chochip,Bolsa,Skivee,gr,enim leo,390,22139,87223,44,93,43,55,34968056,347,
i3l3w9f0c9,Ham - Proscuitto,Tela,Wordpedia,cm3,nulla tellus,391;;;;;;;,;;6903,404601;,;32;,;70;,;0;,;;17,2585115;,;2;,;i3l3w9f0c9,Ham - Proscuitto,Tela,Wordpedia,cm3,nulla tellus,391,6903,404601,32,70,0,17,2585115,2,
x9i2k6z7z6,Chocolate - Liqueur Cups With Foil,Botella Plastica,Topicblab,cm3,quis orci,392;;;;;;;,;;13647,0362;,;18;,;41;,;8;,;;34,1175905;,;130;,;x9i2k6z7z6,Chocolate - Liqueur Cups With Foil,Botella Plastica,Topicblab,cm3,quis orci,392,13647,0362,18,41,8,34,1175905,130,
z4p6d5h0f9,Lotus Root,Regalo,Jaxbean,gr,aenean,393;;;;;;;,;;87099,22736;,;39;,;83;,;3;,;;217,7480684;,;176;,;z4p6d5h0f9,Lotus Root,Regalo,Jaxbean,gr,aenean,393,87099,22736,39,83,3,217,7480684,176,
v3u8l9h9j7,Coffee - Cafe Moreno,Bolsa,Vinder,gr,rutrum nulla,394;;;;;;;,;;37001,00682;,;29;,;63;,;25;,;;92,50251706;,;623;,;v3u8l9h9j7,Coffee - Cafe Moreno,Bolsa,Vinder,gr,rutrum nulla,394,37001,00682,29,63,25,92,50251706,623,
d8r0f1r1a1,Cookie Trail Mix,Botella Plastica,Jaxworks,gr,justo etiam,395;;;;;;;,;;9642,278107;,;30;,;65;,;12;,;;24,10569527;,;156;,;d8r0f1r1a1,Cookie Trail Mix,Botella Plastica,Jaxworks,gr,justo etiam,395,9642,278107,30,65,12,24,10569527,156,
g9u5d0n5b3,Scallops - U - 10,Canasta,Fadeo,cm3,aliquet maecenas,396;;;;;;;,;;67978,80367;,;40;,;85;,;20;,;;169,9470092;,;457;,;g9u5d0n5b3,Scallops - U - 10,Canasta,Fadeo,cm3,aliquet maecenas,396,67978,80367,40,85,20,169,9470092,457,
u7k4x9t7x5,Sponge Cake Mix - Chocolate,Regalo,Flipbug,gr,cras pellentesque,397;;;;;;;,;;9721,456142;,;32;,;69;,;16;,;;24,30364035;,;383;,;u7k4x9t7x5,Sponge Cake Mix - Chocolate,Regalo,Flipbug,gr,cras pellentesque,397,9721,456142,32,69,16,24,30364035,383,
j8z9t7y7g5,Oats Large Flake,Caja,Dabfeed,gr,sociis,398;;;;;;;,;;2371,52729;,;35;,;76;,;31;,;;5,928818224;,;309;,;j8z9t7y7g5,Oats Large Flake,Caja,Dabfeed,gr,sociis,398,2371,52729,35,76,31,5,928818224,309,
r7b4q7e4f8,Pastry - Banana Muffin - Mini,Tela,Npath,gr,proin,399;;;;;;;,;;79800,60359;,;1;,;7;,;4;,;;199,501509;,;610;,;r7b4q7e4f8,Pastry - Banana Muffin - Mini,Tela,Npath,gr,proin,399,79800,60359,1,7,4,199,501509,610,
n8x3o7w6e0,Huck White Towels,Bolsa,Meejo,gr,donec quis,400;;;;;;;,;;2269,290334;,;16;,;37;,;14;,;;5,673225834;,;417;,;n8x3o7w6e0,Huck White Towels,Bolsa,Meejo,gr,donec quis,400,2269,290334,16,37,14,5,673225834,417,
"a8p3g9j6e2,""Trout - Rainbow, Frozen"",Caja,Mydeo,gr,quis,401";;;;;;;,;;41948,16502;,;20;,;45;,;30;,;;104,8704126;,;672;,;"a8p3g9j6e2,""Trout - Rainbow, Frozen"",Caja,Mydeo,gr,quis,401,41948,16502,20,45,30,104,8704126,672,"
k8f2c7q2p0,Nantucket Pine Orangebanana,Tela,Ntags,gr,vitae mattis,402;;;;;;;,;;76685,59133;,;4;,;12;,;39;,;;191,7139783;,;383;,;k8f2c7q2p0,Nantucket Pine Orangebanana,Tela,Ntags,gr,vitae mattis,402,76685,59133,4,12,39,191,7139783,383,
o3g5p2h3p0,Table Cloth 62x114 Colour,Botella Vidrio,JumpXS,gr,in quis,403;;;;;;;,;;2849,583415;,;36;,;77;,;22;,;;7,123958537;,;63;,;o3g5p2h3p0,Table Cloth 62x114 Colour,Botella Vidrio,JumpXS,gr,in quis,403,2849,583415,36,77,22,7,123958537,63,
t6o1g8x8e4,Pomello,Ancheta,Feedbug,cm3,rhoncus,404;;;;;;;,;;10359,8696;,;14;,;32;,;15;,;;25,899674;,;574;,;t6o1g8x8e4,Pomello,Ancheta,Feedbug,cm3,rhoncus,404,10359,8696,14,32,15,25,899674,574,
l1o3i0n5l7,Foie Gras,Botella Plastica,Dabjam,cm3,odio,405;;;;;;;,;;35075,54298;,;23;,;51;,;42;,;;87,68885746;,;397;,;l1o3i0n5l7,Foie Gras,Botella Plastica,Dabjam,cm3,odio,405,35075,54298,23,51,42,87,68885746,397,
k7f7t5g9b2,Salmon - Sockeye Raw,Regalo,Wikizz,gr,pharetra,406;;;;;;;,;;34408,10854;,;5;,;15;,;29;,;;86,02027136;,;346;,;k7f7t5g9b2,Salmon - Sockeye Raw,Regalo,Wikizz,gr,pharetra,406,34408,10854,5,15,29,86,02027136,346,
j1o7v0g1d5,Beef - Montreal Smoked Brisket,Regalo,Dabjam,gr,sollicitudin vitae,407;;;;;;;,;;1655,580392;,;6;,;18;,;25;,;;4,13895098;,;438;,;j1o7v0g1d5,Beef - Montreal Smoked Brisket,Regalo,Dabjam,gr,sollicitudin vitae,407,1655,580392,6,18,25,4,13895098,438,
p2x4q0q9d1,Mikes Hard Lemonade,Botella Plastica,Realpoint,cm3,adipiscing,408;;;;;;;,;;1951,252208;,;42;,;88;,;6;,;;4,87813052;,;757;,;p2x4q0q9d1,Mikes Hard Lemonade,Botella Plastica,Realpoint,cm3,adipiscing,408,1951,252208,42,88,6,4,87813052,757,
"q1v8o4t5o9,""Yogurt - Raspberry, 175 Gr"",Canasta,Zoonder,gr,eu pede,409";;;;;;;,;;54014,41318;,;6;,;17;,;6;,;;135,036033;,;302;,;"q1v8o4t5o9,""Yogurt - Raspberry, 175 Gr"",Canasta,Zoonder,gr,eu pede,409,54014,41318,6,17,6,135,036033,302,"
u8s4u7n0i0,Ketchup - Tomato,Regalo,Livetube,cm3,vestibulum rutrum,410;;;;;;;,;;26531,11591;,;41;,;87;,;16;,;;66,32778976;,;798;,;u8s4u7n0i0,Ketchup - Tomato,Regalo,Livetube,cm3,vestibulum rutrum,410,26531,11591,41,87,16,66,32778976,798,
m3i7d2i1m4,Veal - Eye Of Round,Botella,Skyndu,gr,vitae mattis,411;;;;;;;,;;23520,56465;,;5;,;16;,;43;,;;58,80141163;,;663;,;m3i7d2i1m4,Veal - Eye Of Round,Botella,Skyndu,gr,vitae mattis,411,23520,56465,5,16,43,58,80141163,663,
w6e1e2u7u4,Appetizer - Crab And Brie,Tela,Browsetype,gr,posuere metus,412;;;;;;;,;;22555,50515;,;18;,;41;,;25;,;;56,38876288;,;662;,;w6e1e2u7u4,Appetizer - Crab And Brie,Tela,Browsetype,gr,posuere metus,412,22555,50515,18,41,25,56,38876288,662,
k7p1b0c5b8,Muffin - Banana Nut Individual,Botella Plastica,Tazz,cm3,mauris,413;;;;;;;,;;57448,26806;,;5;,;14;,;12;,;;143,6206701;,;243;,;k7p1b0c5b8,Muffin - Banana Nut Individual,Botella Plastica,Tazz,cm3,mauris,413,57448,26806,5,14,12,143,6206701,243,
b8o1j5j9u1,Initation Crab Meat,Paquete,Avamm,gr,rhoncus dui,414;;;;;;;,;;13687,85724;,;41;,;86;,;25;,;;34,21964311;,;842;,;b8o1j5j9u1,Initation Crab Meat,Paquete,Avamm,gr,rhoncus dui,414,13687,85724,41,86,25,34,21964311,842,
m8j9p1l3p4,Pie Shell - 5,Ancheta,Roombo,gr,et commodo,415;;;;;;;,;;51581,23308;,;11;,;27;,;9;,;;128,9530827;,;627;,;m8j9p1l3p4,Pie Shell - 5,Ancheta,Roombo,gr,et commodo,415,51581,23308,11,27,9,128,9530827,627,
d2x5i9h3s6,Myers Planters Punch,Caja,Photobug,cm3,quam pharetra,416;;;;;;;,;;86113,32815;,;8;,;22;,;36;,;;215,2833204;,;303;,;d2x5i9h3s6,Myers Planters Punch,Caja,Photobug,cm3,quam pharetra,416,86113,32815,8,22,36,215,2833204,303,
a8o1r5a7h6,Sloe Gin - Mcguinness,Bolsa,Snaptags,gr,erat eros,417;;;;;;;,;;3158,611932;,;49;,;103;,;44;,;;7,896529829;,;783;,;a8o1r5a7h6,Sloe Gin - Mcguinness,Bolsa,Snaptags,gr,erat eros,417,3158,611932,49,103,44,7,896529829,783,
"d4k3b7v8l2,""Crab - Dungeness, Whole, live"",Ancheta,Jabbersphere,cm3,quis,418";;;;;;;,;;901,001059;,;25;,;56;,;37;,;;2,252502648;,;973;,;"d4k3b7v8l2,""Crab - Dungeness, Whole, live"",Ancheta,Jabbersphere,cm3,quis,418,901,001059,25,56,37,2,252502648,973,"
b6b1m8w0v4,Wine - Casablanca Valley,Tela,Ntag,cm3,sapien a,419;;;;;;;,;;1472,218058;,;6;,;18;,;1;,;;3,680545146;,;653;,;b6b1m8w0v4,Wine - Casablanca Valley,Tela,Ntag,cm3,sapien a,419,1472,218058,6,18,1,3,680545146,653,
b4x4m5o4g0,Fiddlehead - Frozen,Tela,Yakidoo,cm3,luctus rutrum,420;;;;;;;,;;4961,850132;,;9;,;23;,;2;,;;12,40462533;,;153;,;b4x4m5o4g0,Fiddlehead - Frozen,Tela,Yakidoo,cm3,luctus rutrum,420,4961,850132,9,23,2,12,40462533,153,
v8b9n2p1d6,Chef Hat 25cm,Botella Plastica,Babbleopia,cm3,vestibulum ante,421;;;;;;;,;;3548,191154;,;26;,;56;,;27;,;;8,870477884;,;183;,;v8b9n2p1d6,Chef Hat 25cm,Botella Plastica,Babbleopia,cm3,vestibulum ante,421,3548,191154,26,56,27,8,870477884,183,
h3p7j0i4t5,Roe - Flying Fish,Regalo,Bubbletube,gr,integer aliquet,422;;;;;;;,;;1278,703557;,;4;,;13;,;36;,;;3,196758892;,;283;,;h3p7j0i4t5,Roe - Flying Fish,Regalo,Bubbletube,gr,integer aliquet,422,1278,703557,4,13,36,3,196758892,283,
x4f5y7n4f6,Sandwich Wrap,Botella Plastica,Realcube,cm3,nunc commodo,423;;;;;;;,;;58605,19416;,;25;,;55;,;26;,;;146,5129854;,;666;,;x4f5y7n4f6,Sandwich Wrap,Botella Plastica,Realcube,cm3,nunc commodo,423,58605,19416,25,55,26,146,5129854,666,
"h9a6u4v6a9,""Wine - White, Antinore Orvieto"",Botella,Realbuzz,gr,eget,424";;;;;;;,;;13438,94157;,;18;,;41;,;23;,;;33,59735392;,;560;,;"h9a6u4v6a9,""Wine - White, Antinore Orvieto"",Botella,Realbuzz,gr,eget,424,13438,94157,18,41,23,33,59735392,560,"
n0l7x8d1q5,Wine - Baron De Rothschild,Canasta,Innotype,gr,in porttitor,425;;;;;;;,;;32268,263;,;5;,;14;,;22;,;;80,67065749;,;819;,;n0l7x8d1q5,Wine - Baron De Rothschild,Canasta,Innotype,gr,in porttitor,425,32268,263,5,14,22,80,67065749,819,
e0z9y3h6n7,Turnip - Mini,Paquete,Skalith,cm3,in,426;;;;;;;,;;21219,43218;,;29;,;63;,;8;,;;53,04858046;,;155;,;e0z9y3h6n7,Turnip - Mini,Paquete,Skalith,cm3,in,426,21219,43218,29,63,8,53,04858046,155,
l3f5s6k9a1,Chevere Logs,Caja,Trudeo,cm3,purus,427;;;;;;;,;;78423,44243;,;30;,;64;,;22;,;;196,0586061;,;641;,;l3f5s6k9a1,Chevere Logs,Caja,Trudeo,cm3,purus,427,78423,44243,30,64,22,196,0586061,641,
o5d9y5b4j1,Chocolate - Semi Sweet,Bolsa,Jabbersphere,gr,elit,428;;;;;;;,;;4630,642008;,;39;,;83;,;49;,;;11,57660502;,;883;,;o5d9y5b4j1,Chocolate - Semi Sweet,Bolsa,Jabbersphere,gr,elit,428,4630,642008,39,83,49,11,57660502,883,
