IDSUCURSAL,IDBODEGA,CAPACIDADVOLUMEN,CAPACIDADTOTALVOLUMEN,CAPACIDADPESO,CAPACIDADTOTALPESO,CATEGORIA
436,4436,188,188,22,30,738
437,4437,241,266,33,37,465
438,4438,176,201,78,118,514
439,4439,142,149,158,184,855
440,4440,266,301,106,148,210
441,4441,187,247,167,188,288
442,4442,88,95,97,98,41
443,4443,237,247,95,155,551
444,4444,53,59,283,312,482
445,4445,118,151,164,198,28
446,4446,123,124,7,22,812
447,4447,247,268,142,155,565
448,4448,262,310,252,276,207
449,4449,103,122,236,237,393
450,4450,34,105,161,173,9
451,4451,368,405,259,350,281
452,4452,48,69,185,238,663
453,4453,54,120,320,350,733
454,4454,176,232,63,70,859
455,4455,308,366,38,76,382
456,4456,100,115,104,105,78
457,4457,165,172,50,139,837
458,4458,157,163,321,356,419
459,4459,105,107,207,215,425
460,4460,49,54,69,117,521
461,4461,99,158,93,101,369
462,4462,81,83,222,266,778
463,4463,56,56,250,300,421
464,4464,93,113,6,79,764
465,4465,287,288,82,99,704
466,4466,2,14,124,152,65
467,4467,337,383,126,132,149
468,4468,381,381,236,247,647
469,4469,392,437,110,113,230
470,4470,262,324,313,371,300
471,4471,270,274,87,99,76
472,4472,45,57,176,240,759
473,4473,400,429,368,397,723
474,4474,278,285,284,350,871
475,4475,389,445,117,142,585
476,4476,357,377,349,388,708
477,4477,128,146,363,366,457
478,4478,339,392,321,322,168
479,4479,320,358,0,15,279
480,4480,325,358,98,145,74
481,4481,382,431,57,99,611
482,4482,331,385,48,72,695
483,4483,39,57,105,107,43
484,4484,310,310,327,363,425
485,4485,43,58,162,199,686
486,4486,233,285,74,91,805
487,4487,49,76,278,293,321
488,4488,129,171,28,85,195
489,4489,292,315,213,253,534
490,4490,20,22,353,408,979
491,4491,56,84,209,237,735
492,4492,58,79,51,71,280
493,4493,215,224,270,277,144
494,4494,223,281,95,170,709
495,4495,73,90,198,212,216
496,4496,87,121,185,230,15
497,4497,171,193,207,253,278
498,4498,126,141,140,155,959
499,4499,121,135,102,115,202
500,4500,138,140,114,125,592
501,4501,66,90,384,458,794
502,4502,84,156,6,25,267
503,4503,104,112,249,257,274
504,4504,354,381,244,285,346
505,4505,158,174,295,312,466
506,4506,269,270,275,302,160
507,4507,177,179,61,64,366
508,4508,35,39,164,173,452
509,4509,154,158,372,420,281
510,4510,64,72,97,133,960
511,4511,363,368,153,185,162
512,4512,285,343,346,347,908
513,4513,66,109,60,109,431
514,4514,224,232,121,125,969
515,4515,392,455,90,107,724
516,4516,205,244,46,68,372
517,4517,291,304,340,401,264
518,4518,39,103,380,387,474
519,4519,396,472,77,78,763
520,4520,150,210,78,80,479
521,4521,119,165,169,245,472
522,4522,74,125,22,33,530
523,4523,7,74,40,52,433
524,4524,75,111,111,120,387
525,4525,175,185,196,223,701
526,4526,191,214,341,409,643
527,4527,121,127,374,377,518
528,4528,97,126,394,399,411
529,4529,270,280,280,319,311
530,4530,327,347,137,137,345
531,4531,63,97,290,290,88
532,4532,128,198,298,308,259
533,4533,367,368,156,215,352
534,4534,113,118,133,140,7
535,4535,227,236,362,406,700
536,4536,159,175,397,398,133
537,4537,263,271,21,46,222
538,4538,164,179,198,214,915
539,4539,58,96,275,281,474
540,4540,285,290,191,192,477
541,4541,106,120,73,150,920
542,4542,260,273,369,430,747
543,4543,386,415,11,11,621
544,4544,91,105,278,278,280
545,4545,322,331,128,173,544
546,4546,370,452,248,261,244
547,4547,31,74,230,231,648
548,4548,284,317,112,175,856
549,4549,298,303,38,103,559
550,4550,314,352,137,148,288
551,4551,169,174,306,337,1
552,4552,263,318,182,202,891
553,4553,102,115,338,348,319
554,4554,132,215,223,250,235
555,4555,384,389,177,182,494
556,4556,35,111,190,222,423
557,4557,26,77,95,102,489
558,4558,320,349,45,58,138
559,4559,201,217,329,352,626
560,4560,175,190,337,356,336
561,4561,304,364,327,373,985
562,4562,146,201,317,325,675
563,4563,108,110,72,74,642
564,4564,49,54,231,261,346
565,4565,166,254,248,292,303
566,4566,309,322,121,121,709
567,4567,138,152,242,271,292
568,4568,185,190,168,214,474
569,4569,111,142,201,211,732
570,4570,345,365,374,403,52
571,4571,145,169,195,201,363
572,4572,133,170,248,250,878
573,4573,24,26,399,411,887
574,4574,231,305,164,175,884
575,4575,13,19,58,77,918
576,4576,284,294,330,349,964
577,4577,38,93,287,291,167
578,4578,266,277,268,301,2
579,4579,238,239,202,202,420
580,4580,36,40,96,104,333
581,4581,82,84,377,391,828
582,4582,73,83,52,136,900
583,4583,221,241,235,265,590
584,4584,1,4,68,106,504
585,4585,246,273,240,244,487
586,4586,149,150,44,50,752
587,4587,308,330,108,143,827
588,4588,159,248,371,444,219
589,4589,52,58,32,80,198
590,4590,37,55,117,158,447
591,4591,143,143,215,216,675
592,4592,213,239,212,255,363
593,4593,387,391,292,331,122
594,4594,349,385,116,179,43
595,4595,389,413,23,44,152
596,4596,35,88,271,276,193
597,4597,33,99,379,380,622
598,4598,157,166,325,342,24
599,4599,215,224,160,180,460
600,4600,224,227,98,131,789
601,4601,31,115,160,169,567
602,4602,213,216,71,76,680
603,4603,388,392,166,200,769
604,4604,240,241,92,177,425
605,4605,65,65,396,445,966
606,4606,336,336,107,110,148
607,4607,346,355,327,333,734
608,4608,28,33,37,39,63
609,4609,168,195,283,299,962
610,4610,150,198,370,421,477
611,4611,87,103,172,237,72
612,4612,274,285,238,264,277
613,4613,103,141,333,382,12
614,4614,320,355,199,230,297
615,4615,117,118,331,338,803
616,4616,147,236,234,249,7
617,4617,319,343,166,200,261
618,4618,289,290,65,73,254
619,4619,235,259,63,66,18
620,4620,396,398,150,157,759
621,4621,330,349,1,12,928
622,4622,382,404,268,287,97
623,4623,162,165,130,175,208
624,4624,284,322,222,242,661
625,4625,337,393,13,41,174
626,4626,296,345,321,324,551
627,4627,137,153,360,414,321
628,4628,29,77,376,401,547
629,4629,318,333,250,273,864
630,4630,163,192,37,41,388
631,4631,133,210,304,346,969
632,4632,369,390,207,237,821
633,4633,186,213,148,177,722
634,4634,70,154,232,252,331
635,4635,308,333,124,128,540
636,4636,166,176,352,353,7
637,4637,82,135,197,212,687
638,4638,280,342,226,234,256
639,4639,194,217,387,387,607
640,4640,92,101,66,67,639
641,4641,375,412,110,147,523
642,4642,91,101,231,232,259
643,4643,318,368,352,378,305
644,4644,186,211,29,55,897
645,4645,118,169,347,408,172
646,4646,54,58,253,263,200
647,4647,17,91,264,269,788
648,4648,278,300,18,24,682
649,4649,167,176,50,100,992
650,4650,131,137,315,355,629
651,4651,31,36,191,267,348
652,4652,87,153,32,35,581
653,4653,134,135,47,107,674
654,4654,274,321,132,134,627
655,4655,310,337,84,89,462
656,4656,210,259,74,85,313
657,4657,298,330,185,216,734
658,4658,26,37,312,330,432
659,4659,81,94,316,319,701
660,4660,390,394,340,379,604
661,4661,239,291,307,317,477
662,4662,224,290,229,229,597
663,4663,189,198,294,295,246
664,4664,61,73,371,392,818
665,4665,400,408,87,176,381
666,4666,128,128,352,372,449
667,4667,316,318,35,37,716
668,4668,213,235,27,31,436
669,4669,12,45,93,135,999
670,4670,237,279,237,269,888
671,4671,105,122,58,89,659
672,4672,20,22,11,13,215
673,4673,117,170,220,233,802
674,4674,324,374,92,126,671
675,4675,1,5,166,176,476
676,4676,96,145,80,82,110
677,4677,38,57,109,114,618
678,4678,20,39,194,226,411
679,4679,144,191,162,179,785
680,4680,169,169,367,379,77
681,4681,136,140,127,166,606
682,4682,46,57,203,243,142
683,4683,371,415,276,286,731
684,4684,165,174,251,285,534
685,4685,4,8,187,198,748
686,4686,41,124,265,314,88
687,4687,86,93,263,325,843
688,4688,156,195,91,114,681
689,4689,179,219,362,414,617
690,4690,125,131,1,52,248
691,4691,258,270,218,245,659
692,4692,4,30,133,155,571
693,4693,26,73,293,320,89
694,4694,257,284,157,167,198
695,4695,285,286,28,35,214
696,4696,128,136,141,201,675
697,4697,192,197,334,340,180
698,4698,162,195,88,89,832
699,4699,255,271,304,330,227
700,4700,344,352,309,348,259
701,4701,7,22,248,248,657
702,4702,208,234,54,68,576
703,4703,230,322,361,396,812
704,4704,217,254,249,308,163
705,4705,383,435,317,331,457
706,4706,387,419,383,404,269
707,4707,7,30,259,312,916
708,4708,81,132,354,393,129
709,4709,185,203,280,300,325
710,4710,397,397,325,339,590
711,4711,146,148,271,272,507
712,4712,89,129,87,165,744
713,4713,148,164,100,104,868
714,4714,250,250,395,410,587
715,4715,5,9,312,338,433
716,4716,371,373,390,446,234
717,4717,0,65,214,231,704
718,4718,26,77,290,348,716
719,4719,78,142,303,319,592
720,4720,40,46,217,227,42
721,4721,133,176,289,320,735
722,4722,137,165,44,45,140
723,4723,323,330,63,121,525
724,4724,335,378,363,419,410
725,4725,318,376,353,358,760
726,4726,113,162,98,108,152
727,4727,350,350,96,109,653
728,4728,219,223,144,178,347
729,4729,348,349,11,13,671
730,4730,250,262,285,345,54
731,4731,355,358,383,438,262
732,4732,64,86,112,121,666
733,4733,15,32,211,242,542
734,4734,161,189,232,234,431
735,4735,121,127,60,63,219
736,4736,206,223,282,287,223
737,4737,22,45,82,92,755
738,4738,278,299,230,297,93
739,4739,374,418,364,403,797
740,4740,32,77,45,65,572
741,4741,276,305,188,199,536
742,4742,5,15,67,70,536
743,4743,170,170,232,263,292
744,4744,232,239,43,80,937
745,4745,154,190,55,55,628
746,4746,347,358,373,428,17
747,4747,174,184,397,409,613
748,4748,147,216,396,432,338
749,4749,39,51,195,208,635
750,4750,279,317,270,309,884
751,4751,304,308,67,120,822
752,4752,121,154,23,48,414
753,4753,48,72,208,224,930
754,4754,54,65,90,91,513
755,4755,202,205,61,65,481
756,4756,348,393,108,114,588
757,4757,380,458,16,53,312
758,4758,147,168,271,308,747
759,4759,397,425,173,208,950
760,4760,349,373,275,288,170
761,4761,73,88,125,125,733
762,4762,162,164,100,101,639
763,4763,292,307,223,233,417
764,4764,101,163,47,55,154
765,4765,120,131,57,65,27
766,4766,17,24,198,215,144
767,4767,334,358,191,194,465
768,4768,287,323,307,367,779
769,4769,334,391,113,132,728
770,4770,72,90,281,285,858
771,4771,264,295,157,185,120
772,4772,113,145,151,153,291
773,4773,7,11,308,308,436
774,4774,25,67,29,35,942
775,4775,287,311,329,331,64
776,4776,161,161,175,182,464
777,4777,373,375,383,435,742
778,4778,273,277,199,224,898
779,4779,170,171,109,129,200
780,4780,36,60,49,68,95
781,4781,4,49,227,284,636
782,4782,143,149,154,185,86
783,4783,242,258,297,297,166
784,4784,43,47,209,214,525
785,4785,126,137,257,274,265
786,4786,131,138,304,317,899
787,4787,15,54,51,59,584
788,4788,166,180,368,370,141
789,4789,254,263,214,308,465
790,4790,4,83,356,370,820
791,4791,334,395,373,380,350
792,4792,65,74,145,162,954
793,4793,84,177,179,218,105
794,4794,268,292,347,359,477
795,4795,173,176,252,324,932
796,4796,85,112,12,52,94
797,4797,42,42,293,310,177
798,4798,380,426,357,366,344
799,4799,383,409,63,70,589
800,4800,179,216,62,90,40
801,4801,72,77,347,365,740
802,4802,166,219,392,448,185
803,4803,301,363,296,305,664
804,4804,262,273,26,37,576
805,4805,194,206,210,228,626
806,4806,125,134,115,118,841
807,4807,172,176,320,327,754
808,4808,260,279,253,254,482
809,4809,260,263,192,202,271
810,4810,350,367,58,79,472
811,4811,374,386,116,167,94
812,4812,11,22,376,383,828
813,4813,366,371,261,261,252
814,4814,170,225,104,107,73
815,4815,299,301,14,27,176
816,4816,103,116,377,380,279
817,4817,124,165,56,60,484
818,4818,400,406,369,379,395
819,4819,285,301,77,77,650
820,4820,144,169,392,397,948
821,4821,343,383,373,442,97
822,4822,144,163,308,321,50
823,4823,110,112,288,335,805
824,4824,107,126,358,360,876
825,4825,21,40,326,354,299
826,4826,225,229,259,287,304
827,4827,109,116,305,326,202
828,4828,265,303,266,288,467
829,4829,393,413,129,134,632
830,4830,297,324,147,148,426
831,4831,235,244,296,326,316
832,4832,240,265,348,350,564
833,4833,270,316,84,123,845
834,4834,94,113,204,204,774
835,4835,368,369,381,382,683
836,4836,222,280,195,203,384
837,4837,89,105,197,200,615
838,4838,309,322,212,290,997
839,4839,329,335,113,120,811
840,4840,383,432,252,303,430
841,4841,221,290,238,242,647
842,4842,43,43,245,246,947
843,4843,274,317,173,225,297
844,4844,194,211,374,382,634
845,4845,185,199,134,192,7
846,4846,384,395,43,45,755
847,4847,261,264,229,238,365
848,4848,138,192,97,156,690
849,4849,197,216,221,234,639
850,4850,90,122,0,11,262
851,4851,107,121,369,372,766
852,4852,197,208,311,323,58
853,4853,387,396,283,288,590
854,4854,321,327,338,359,13
855,4855,131,152,39,59,439
856,4856,57,57,332,403,642
857,4857,295,300,93,96,379
858,4858,179,186,312,395,341
859,4859,173,245,355,373,936
860,4860,342,373,11,11,422
861,4861,215,249,303,349,705
862,4862,146,169,357,377,489
863,4863,108,118,380,381,770
864,4864,287,297,62,120,263
865,4865,385,418,201,203,260
866,4866,388,440,171,229,694
867,4867,278,282,177,195,360
868,4868,262,272,0,26,304
869,4869,30,69,80,83,139
870,4870,46,46,333,339,667
871,4871,267,272,177,261,271
872,4872,225,256,130,140,613
873,4873,27,61,142,189,500
874,4874,102,157,94,117,964
875,4875,44,67,47,52,914
876,4876,288,291,215,290,920
877,4877,126,215,172,220,493
878,4878,230,233,246,263,525
879,4879,365,431,346,359,569
880,4880,57,61,61,65,17
881,4881,303,386,84,142,259
882,4882,273,308,359,361,304
883,4883,110,167,307,360,49
884,4884,260,283,104,105,89
885,4885,7,8,171,175,605
886,4886,168,189,326,346,682
887,4887,294,306,105,150,270
888,4888,81,130,273,288,932
889,4889,45,75,168,173,639
890,4890,251,309,221,280,128
891,4891,175,212,140,143,362
892,4892,255,257,96,105,419
893,4893,171,184,379,425,452
894,4894,72,80,304,321,65
895,4895,241,257,286,318,103
896,4896,126,181,306,306,127
897,4897,249,251,344,370,546
898,4898,135,198,72,82,288
899,4899,298,353,16,21,965
900,4900,383,414,147,154,66
901,4901,178,199,65,119,866
902,4902,253,329,25,28,558
903,4903,264,266,360,404,831
904,4904,364,415,146,148,616
905,4905,231,275,11,49,236
906,4906,386,386,388,421,813
907,4907,130,134,348,349,230
908,4908,312,335,216,221,177
909,4909,189,218,395,395,581
910,4910,302,305,396,397,67
911,4911,87,172,10,70,706
912,4912,58,119,208,220,244
913,4913,273,290,229,256,14
914,4914,205,266,38,53,174
915,4915,377,443,38,65,89
916,4916,116,127,349,368,643
917,4917,53,88,355,433,114
918,4918,55,57,198,234,917
919,4919,220,266,257,289,145
920,4920,95,96,10,78,968
921,4921,63,66,96,99,492
922,4922,158,165,305,309,483
923,4923,141,159,320,327,362
924,4924,282,282,45,82,716
925,4925,389,401,360,397,890
926,4926,182,273,45,132,382
927,4927,210,260,233,247,133
928,4928,258,309,365,375,195
929,4929,359,372,221,257,340
930,4930,127,138,261,267,320
931,4931,153,181,165,215,263
932,4932,328,351,147,154,426
933,4933,168,214,250,266,287
934,4934,124,198,171,193,520
935,4935,142,163,86,91,69
936,4936,71,120,277,341,11
937,4937,72,104,337,373,811
938,4938,105,164,358,376,764
939,4939,170,256,178,185,798
940,4940,373,381,247,270,236
941,4941,113,130,238,299,348
942,4942,114,128,226,229,552
943,4943,82,138,198,217,854
944,4944,6,28,131,134,582
945,4945,65,66,132,148,415
946,4946,94,125,306,327,861
947,4947,83,108,29,39,910
948,4948,222,284,244,257,687
949,4949,36,49,108,156,837
950,4950,150,159,67,94,980
951,4951,207,222,155,225,121
952,4952,209,223,5,6,80
953,4953,118,119,57,60,279
954,4954,250,250,300,310,359
955,4955,200,232,19,39,855
956,4956,296,365,329,330,492
957,4957,125,135,296,299,843
958,4958,96,146,373,423,235
959,4959,44,111,267,272,834
960,4960,153,186,230,262,757
961,4961,180,186,106,177,812
962,4962,94,115,145,174,454
963,4963,284,351,393,437,723
964,4964,38,61,152,154,217
965,4965,343,354,29,30,134
966,4966,12,25,179,261,427
967,4967,147,169,368,382,990
968,4968,40,113,348,356,507
969,4969,291,293,250,254,112
970,4970,368,375,180,180,918
971,4971,294,295,336,356,258
972,4972,303,310,210,223,956
973,4973,20,56,85,116,17
974,4974,278,281,274,275,121
975,4975,184,229,5,25,496
976,4976,32,98,28,110,18
977,4977,39,50,108,114,45
978,4978,361,373,292,293,16
979,4979,217,278,234,239,531
980,4980,290,324,4,38,3
981,4981,388,388,64,76,795
982,4982,60,111,240,260,834
983,4983,261,299,14,108,714
984,4984,174,178,79,143,122
985,4985,58,59,231,314,569
986,4986,303,324,25,67,965
987,4987,104,145,180,206,100
988,4988,277,315,384,414,887
989,4989,286,319,253,256,241
990,4990,201,211,161,200,349
991,4991,290,300,280,316,187
992,4992,259,264,200,202,252
993,4993,141,230,62,62,245
994,4994,241,250,169,194,822
995,4995,334,363,292,304,65
996,4996,94,102,161,187,487
997,4997,345,352,161,168,589
998,4998,231,245,255,268,113
999,4999,70,74,301,345,322
1000,5000,21,48,247,260,686
1,5001,285,321,247,338,789
2,5002,165,206,355,357,867
3,5003,170,170,97,103,854
4,5004,135,181,245,263,506
5,5005,250,284,374,396,285
6,5006,29,30,392,394,659
7,5007,367,457,341,342,136
8,5008,394,459,25,58,890
9,5009,146,184,1,36,242
10,5010,363,364,261,261,692
11,5011,130,133,114,120,526
12,5012,241,252,285,300,265
13,5013,335,355,37,57,530
14,5014,215,261,376,388,246
15,5015,16,17,197,252,130
16,5016,221,231,334,352,978
17,5017,102,103,236,292,716
18,5018,161,210,75,116,960
19,5019,93,135,92,136,515
20,5020,374,380,74,75,335
21,5021,120,177,374,419,172
22,5022,125,125,58,102,150
23,5023,129,206,228,228,587
24,5024,289,316,18,20,497
25,5025,246,289,33,57,154
26,5026,221,241,301,310,348
27,5027,37,85,347,400,239
28,5028,237,242,349,349,78
29,5029,347,375,361,433,23
30,5030,256,258,264,326,139
31,5031,368,402,302,307,569
32,5032,103,113,354,434,308
33,5033,59,84,189,245,426
34,5034,335,366,344,357,933
35,5035,301,314,238,242,838
36,5036,73,78,217,218,229
37,5037,233,236,101,158,28
38,5038,204,205,22,26,131
39,5039,202,282,31,57,991
40,5040,302,305,282,304,147
41,5041,205,214,136,167,35
42,5042,262,265,381,444,145
43,5043,152,155,46,114,910
44,5044,48,91,37,68,289
45,5045,56,118,217,246,329
46,5046,297,338,185,195,732
47,5047,261,269,331,397,847
48,5048,325,331,201,213,231
49,5049,183,189,101,107,636
50,5050,265,285,21,23,967
51,5051,25,59,45,65,564
52,5052,127,141,268,286,279
53,5053,168,209,310,335,338
54,5054,98,98,392,404,179
55,5055,158,163,49,51,102
56,5056,331,390,69,103,902
57,5057,296,297,151,156,8
58,5058,82,98,282,319,674
59,5059,61,75,102,138,253
60,5060,250,302,137,187,959
61,5061,166,234,192,225,751
62,5062,179,181,251,275,365
63,5063,143,156,191,193,950
64,5064,136,160,287,373,629
65,5065,114,117,206,211,763
66,5066,259,286,188,219,745
67,5067,157,204,89,155,33
68,5068,339,352,229,232,662
